Unnamed: 0,asr,iteration,model_size,seed_idx,adv_training_round,model_idx
0.0,0.0,0,7629056,0,0,0
1.0,0.345,1,7629056,0,0,0
2.0,0.685,2,7629056,0,0,0
3.0,0.845,3,7629056,0,0,0
4.0,0.95,4,7629056,0,0,0
5.0,0.975,5,7629056,0,0,0
6.0,0.98,6,7629056,0,0,0
7.0,0.99,7,7629056,0,0,0
8.0,0.995,8,7629056,0,0,0
9.0,0.995,9,7629056,0,0,0
10.0,0.995,10,7629056,0,0,0
0.0,0.0,0,17617408,0,0,1
1.0,0.0749999999999999,1,17617408,0,0,1
2.0,0.255,2,17617408,0,0,1
3.0,0.39,3,17617408,0,0,1
4.0,0.4449999999999999,4,17617408,0,0,1
5.0,0.4599999999999999,5,17617408,0,0,1
6.0,0.4599999999999999,6,17617408,0,0,1
7.0,0.4599999999999999,7,17617408,0,0,1
8.0,0.4599999999999999,8,17617408,0,0,1
9.0,0.4599999999999999,9,17617408,0,0,1
10.0,0.4599999999999999,10,17617408,0,0,1
0.0,0.0,0,44672000,0,0,2
1.0,0.0,1,44672000,0,0,2
2.0,0.275,2,44672000,0,0,2
3.0,0.54,3,44672000,0,0,2
4.0,0.7050000000000001,4,44672000,0,0,2
5.0,0.8,5,44672000,0,0,2
6.0,0.875,6,44672000,0,0,2
7.0,0.915,7,44672000,0,0,2
8.0,0.92,8,44672000,0,0,2
9.0,0.935,9,44672000,0,0,2
10.0,0.96,10,44672000,0,0,2
0.0,0.0,0,123691008,0,0,3
1.0,0.005,1,123691008,0,0,3
2.0,0.1899999999999999,2,123691008,0,0,3
3.0,0.29,3,123691008,0,0,3
4.0,0.41,4,123691008,0,0,3
5.0,0.4599999999999999,5,123691008,0,0,3
6.0,0.5,6,123691008,0,0,3
7.0,0.52,7,123691008,0,0,3
8.0,0.54,8,123691008,0,0,3
9.0,0.55,9,123691008,0,0,3
10.0,0.56,10,123691008,0,0,3
0.0,0.0,0,353824768,0,0,4
1.0,0.0,1,353824768,0,0,4
2.0,0.0,2,353824768,0,0,4
3.0,0.0,3,353824768,0,0,4
4.0,0.0,4,353824768,0,0,4
5.0,0.0,5,353824768,0,0,4
6.0,0.0,6,353824768,0,0,4
7.0,0.0,7,353824768,0,0,4
8.0,0.0,8,353824768,0,0,4
9.0,0.005,9,353824768,0,0,4
10.0,0.01,10,353824768,0,0,4
0.0,0.0,0,908763136,0,0,5
1.0,0.0,1,908763136,0,0,5
2.0,0.0,2,908763136,0,0,5
3.0,0.0,3,908763136,0,0,5
4.0,0.0,4,908763136,0,0,5
5.0,0.0,5,908763136,0,0,5
6.0,0.0,6,908763136,0,0,5
7.0,0.0,7,908763136,0,0,5
8.0,0.005,8,908763136,0,0,5
9.0,0.005,9,908763136,0,0,5
10.0,0.01,10,908763136,0,0,5
0.0,0.0,0,1311629312,0,0,6
1.0,0.0,1,1311629312,0,0,6
2.0,0.0,2,1311629312,0,0,6
3.0,0.0,3,1311629312,0,0,6
4.0,0.0,4,1311629312,0,0,6
5.0,0.0,5,1311629312,0,0,6
6.0,0.005,6,1311629312,0,0,6
7.0,0.005,7,1311629312,0,0,6
8.0,0.02,8,1311629312,0,0,6
9.0,0.04,9,1311629312,0,0,6
10.0,0.0749999999999999,10,1311629312,0,0,6
0.0,0.0,0,2646435840,0,0,7
1.0,0.0,1,2646435840,0,0,7
2.0,0.0,2,2646435840,0,0,7
3.0,0.0,3,2646435840,0,0,7
4.0,0.0,4,2646435840,0,0,7
5.0,0.0,5,2646435840,0,0,7
6.0,0.0,6,2646435840,0,0,7
7.0,0.005,7,2646435840,0,0,7
8.0,0.02,8,2646435840,0,0,7
9.0,0.055,9,2646435840,0,0,7
10.0,0.0799999999999999,10,2646435840,0,0,7
0.0,0.0,0,6650740736,0,0,8
1.0,0.0,1,6650740736,0,0,8
2.0,0.02,2,6650740736,0,0,8
3.0,0.12,3,6650740736,0,0,8
4.0,0.2199999999999999,4,6650740736,0,0,8
5.0,0.3299999999999999,5,6650740736,0,0,8
6.0,0.415,6,6650740736,0,0,8
7.0,0.4499999999999999,7,6650740736,0,0,8
8.0,0.49,8,6650740736,0,0,8
9.0,0.495,9,6650740736,0,0,8
10.0,0.525,10,6650740736,0,0,8
0.0,0.0,0,11586560000,0,0,9
1.0,0.0,1,11586560000,0,0,9
2.0,0.0,2,11586560000,0,0,9
3.0,0.0,3,11586560000,0,0,9
4.0,0.0,4,11586560000,0,0,9
5.0,0.0,5,11586560000,0,0,9
6.0,0.0,6,11586560000,0,0,9
7.0,0.0,7,11586560000,0,0,9
8.0,0.0,8,11586560000,0,0,9
9.0,0.0,9,11586560000,0,0,9
10.0,0.0,10,11586560000,0,0,9
0.0,0.0,0,7629056,1,0,0
1.0,0.4599999999999999,1,7629056,1,0,0
2.0,0.4599999999999999,2,7629056,1,0,0
3.0,0.4599999999999999,3,7629056,1,0,0
4.0,0.4599999999999999,4,7629056,1,0,0
5.0,0.4599999999999999,5,7629056,1,0,0
6.0,0.4599999999999999,6,7629056,1,0,0
7.0,0.4599999999999999,7,7629056,1,0,0
8.0,0.4599999999999999,8,7629056,1,0,0
9.0,0.4599999999999999,9,7629056,1,0,0
10.0,0.4599999999999999,10,7629056,1,0,0
0.0,0.0,0,17617408,1,0,1
1.0,0.0,1,17617408,1,0,1
2.0,0.0,2,17617408,1,0,1
3.0,0.01,3,17617408,1,0,1
4.0,0.03,4,17617408,1,0,1
5.0,0.0699999999999999,5,17617408,1,0,1
6.0,0.1099999999999999,6,17617408,1,0,1
7.0,0.1999999999999999,7,17617408,1,0,1
8.0,0.27,8,17617408,1,0,1
9.0,0.345,9,17617408,1,0,1
10.0,0.415,10,17617408,1,0,1
0.0,0.0,0,44672000,1,0,2
1.0,0.005,1,44672000,1,0,2
2.0,0.175,2,44672000,1,0,2
3.0,0.4599999999999999,3,44672000,1,0,2
4.0,0.575,4,44672000,1,0,2
5.0,0.635,5,44672000,1,0,2
6.0,0.6699999999999999,6,44672000,1,0,2
7.0,0.73,7,44672000,1,0,2
8.0,0.75,8,44672000,1,0,2
9.0,0.79,9,44672000,1,0,2
10.0,0.81,10,44672000,1,0,2
0.0,0.0,0,123691008,1,0,3
1.0,0.0,1,123691008,1,0,3
2.0,0.0,2,123691008,1,0,3
3.0,0.0,3,123691008,1,0,3
4.0,0.0,4,123691008,1,0,3
5.0,0.0,5,123691008,1,0,3
6.0,0.005,6,123691008,1,0,3
7.0,0.01,7,123691008,1,0,3
8.0,0.01,8,123691008,1,0,3
9.0,0.015,9,123691008,1,0,3
10.0,0.025,10,123691008,1,0,3
0.0,0.0,0,353824768,1,0,4
1.0,0.0,1,353824768,1,0,4
2.0,0.0,2,353824768,1,0,4
3.0,0.01,3,353824768,1,0,4
4.0,0.025,4,353824768,1,0,4
5.0,0.05,5,353824768,1,0,4
6.0,0.1099999999999999,6,353824768,1,0,4
7.0,0.17,7,353824768,1,0,4
8.0,0.2199999999999999,8,353824768,1,0,4
9.0,0.24,9,353824768,1,0,4
10.0,0.29,10,353824768,1,0,4
0.0,0.0,0,908763136,1,0,5
1.0,0.0,1,908763136,1,0,5
2.0,0.0,2,908763136,1,0,5
3.0,0.005,3,908763136,1,0,5
4.0,0.01,4,908763136,1,0,5
5.0,0.025,5,908763136,1,0,5
6.0,0.04,6,908763136,1,0,5
7.0,0.1099999999999999,7,908763136,1,0,5
8.0,0.2049999999999999,8,908763136,1,0,5
9.0,0.28,9,908763136,1,0,5
10.0,0.39,10,908763136,1,0,5
0.0,0.0,0,1311629312,1,0,6
1.0,0.0,1,1311629312,1,0,6
2.0,0.01,2,1311629312,1,0,6
3.0,0.02,3,1311629312,1,0,6
4.0,0.06,4,1311629312,1,0,6
5.0,0.12,5,1311629312,1,0,6
6.0,0.18,6,1311629312,1,0,6
7.0,0.245,7,1311629312,1,0,6
8.0,0.3,8,1311629312,1,0,6
9.0,0.35,9,1311629312,1,0,6
10.0,0.38,10,1311629312,1,0,6
0.0,0.0,0,2646435840,1,0,7
1.0,0.0,1,2646435840,1,0,7
2.0,0.0,2,2646435840,1,0,7
3.0,0.0,3,2646435840,1,0,7
4.0,0.0,4,2646435840,1,0,7
5.0,0.0,5,2646435840,1,0,7
6.0,0.02,6,2646435840,1,0,7
7.0,0.0649999999999999,7,2646435840,1,0,7
8.0,0.0999999999999999,8,2646435840,1,0,7
9.0,0.125,9,2646435840,1,0,7
10.0,0.145,10,2646435840,1,0,7
0.0,0.0,0,6650740736,1,0,8
1.0,0.0,1,6650740736,1,0,8
2.0,0.03,2,6650740736,1,0,8
3.0,0.18,3,6650740736,1,0,8
4.0,0.31,4,6650740736,1,0,8
5.0,0.41,5,6650740736,1,0,8
6.0,0.4549999999999999,6,6650740736,1,0,8
7.0,0.51,7,6650740736,1,0,8
8.0,0.525,8,6650740736,1,0,8
9.0,0.53,9,6650740736,1,0,8
10.0,0.54,10,6650740736,1,0,8
0.0,0.0,0,11586560000,1,0,9
1.0,0.0,1,11586560000,1,0,9
2.0,0.0,2,11586560000,1,0,9
3.0,0.0,3,11586560000,1,0,9
4.0,0.0,4,11586560000,1,0,9
5.0,0.005,5,11586560000,1,0,9
6.0,0.03,6,11586560000,1,0,9
7.0,0.045,7,11586560000,1,0,9
8.0,0.0649999999999999,8,11586560000,1,0,9
9.0,0.0949999999999999,9,11586560000,1,0,9
10.0,0.135,10,11586560000,1,0,9
0.0,0.0,0,7629056,2,0,0
1.0,0.15,1,7629056,2,0,0
2.0,0.345,2,7629056,2,0,0
3.0,0.47,3,7629056,2,0,0
4.0,0.62,4,7629056,2,0,0
5.0,0.7050000000000001,5,7629056,2,0,0
6.0,0.8,6,7629056,2,0,0
7.0,0.855,7,7629056,2,0,0
8.0,0.94,8,7629056,2,0,0
9.0,0.96,9,7629056,2,0,0
10.0,0.98,10,7629056,2,0,0
0.0,0.0,0,17617408,2,0,1
1.0,0.4599999999999999,1,17617408,2,0,1
2.0,0.4599999999999999,2,17617408,2,0,1
3.0,0.4599999999999999,3,17617408,2,0,1
4.0,0.4599999999999999,4,17617408,2,0,1
5.0,0.4599999999999999,5,17617408,2,0,1
6.0,0.4599999999999999,6,17617408,2,0,1
7.0,0.4649999999999999,7,17617408,2,0,1
8.0,0.4649999999999999,8,17617408,2,0,1
9.0,0.4649999999999999,9,17617408,2,0,1
10.0,0.4649999999999999,10,17617408,2,0,1
0.0,0.0,0,44672000,2,0,2
1.0,0.035,1,44672000,2,0,2
2.0,0.175,2,44672000,2,0,2
3.0,0.36,3,44672000,2,0,2
4.0,0.515,4,44672000,2,0,2
5.0,0.625,5,44672000,2,0,2
6.0,0.71,6,44672000,2,0,2
7.0,0.765,7,44672000,2,0,2
8.0,0.8,8,44672000,2,0,2
9.0,0.835,9,44672000,2,0,2
10.0,0.875,10,44672000,2,0,2
0.0,0.0,0,123691008,2,0,3
1.0,0.0,1,123691008,2,0,3
2.0,0.01,2,123691008,2,0,3
3.0,0.0949999999999999,3,123691008,2,0,3
4.0,0.2299999999999999,4,123691008,2,0,3
5.0,0.31,5,123691008,2,0,3
6.0,0.35,6,123691008,2,0,3
7.0,0.37,7,123691008,2,0,3
8.0,0.39,8,123691008,2,0,3
9.0,0.42,9,123691008,2,0,3
10.0,0.4449999999999999,10,123691008,2,0,3
0.0,0.0,0,353824768,2,0,4
1.0,0.0,1,353824768,2,0,4
2.0,0.0,2,353824768,2,0,4
3.0,0.0,3,353824768,2,0,4
4.0,0.005,4,353824768,2,0,4
5.0,0.015,5,353824768,2,0,4
6.0,0.025,6,353824768,2,0,4
7.0,0.045,7,353824768,2,0,4
8.0,0.0899999999999999,8,353824768,2,0,4
9.0,0.12,9,353824768,2,0,4
10.0,0.175,10,353824768,2,0,4
0.0,0.0,0,908763136,2,0,5
1.0,0.0,1,908763136,2,0,5
2.0,0.005,2,908763136,2,0,5
3.0,0.005,3,908763136,2,0,5
4.0,0.03,4,908763136,2,0,5
5.0,0.0649999999999999,5,908763136,2,0,5
6.0,0.13,6,908763136,2,0,5
7.0,0.24,7,908763136,2,0,5
8.0,0.31,8,908763136,2,0,5
9.0,0.37,9,908763136,2,0,5
10.0,0.435,10,908763136,2,0,5
0.0,0.0,0,1311629312,2,0,6
1.0,0.0,1,1311629312,2,0,6
2.0,0.0,2,1311629312,2,0,6
3.0,0.005,3,1311629312,2,0,6
4.0,0.005,4,1311629312,2,0,6
5.0,0.005,5,1311629312,2,0,6
6.0,0.005,6,1311629312,2,0,6
7.0,0.005,7,1311629312,2,0,6
8.0,0.01,8,1311629312,2,0,6
9.0,0.01,9,1311629312,2,0,6
10.0,0.02,10,1311629312,2,0,6
0.0,0.0,0,2646435840,2,0,7
1.0,0.0,1,2646435840,2,0,7
2.0,0.0,2,2646435840,2,0,7
3.0,0.01,3,2646435840,2,0,7
4.0,0.15,4,2646435840,2,0,7
5.0,0.27,5,2646435840,2,0,7
6.0,0.375,6,2646435840,2,0,7
7.0,0.43,7,2646435840,2,0,7
8.0,0.485,8,2646435840,2,0,7
9.0,0.51,9,2646435840,2,0,7
10.0,0.53,10,2646435840,2,0,7
0.0,0.0,0,6650740736,2,0,8
1.0,0.0,1,6650740736,2,0,8
2.0,0.0,2,6650740736,2,0,8
3.0,0.0,3,6650740736,2,0,8
4.0,0.0,4,6650740736,2,0,8
5.0,0.0,5,6650740736,2,0,8
6.0,0.005,6,6650740736,2,0,8
7.0,0.02,7,6650740736,2,0,8
8.0,0.04,8,6650740736,2,0,8
9.0,0.0749999999999999,9,6650740736,2,0,8
10.0,0.0899999999999999,10,6650740736,2,0,8
0.0,0.0,0,11586560000,2,0,9
1.0,0.0,1,11586560000,2,0,9
2.0,0.0,2,11586560000,2,0,9
3.0,0.0,3,11586560000,2,0,9
4.0,0.0,4,11586560000,2,0,9
5.0,0.0,5,11586560000,2,0,9
6.0,0.005,6,11586560000,2,0,9
7.0,0.01,7,11586560000,2,0,9
8.0,0.015,8,11586560000,2,0,9
9.0,0.03,9,11586560000,2,0,9
10.0,0.045,10,11586560000,2,0,9
0.0,0.0,0,7629056,3,0,0
1.0,0.54,1,7629056,3,0,0
2.0,0.5700000000000001,2,7629056,3,0,0
3.0,0.71,3,7629056,3,0,0
4.0,0.815,4,7629056,3,0,0
5.0,0.9,5,7629056,3,0,0
6.0,0.95,6,7629056,3,0,0
7.0,0.975,7,7629056,3,0,0
8.0,0.985,8,7629056,3,0,0
9.0,0.995,9,7629056,3,0,0
10.0,1.0,10,7629056,3,0,0
0.0,0.0,0,17617408,3,0,1
1.0,0.04,1,17617408,3,0,1
2.0,0.16,2,17617408,3,0,1
3.0,0.245,3,17617408,3,0,1
4.0,0.345,4,17617408,3,0,1
5.0,0.425,5,17617408,3,0,1
6.0,0.47,6,17617408,3,0,1
7.0,0.495,7,17617408,3,0,1
8.0,0.55,8,17617408,3,0,1
9.0,0.5800000000000001,9,17617408,3,0,1
10.0,0.615,10,17617408,3,0,1
0.0,0.0,0,44672000,3,0,2
1.0,0.025,1,44672000,3,0,2
2.0,0.135,2,44672000,3,0,2
3.0,0.265,3,44672000,3,0,2
4.0,0.425,4,44672000,3,0,2
5.0,0.52,5,44672000,3,0,2
6.0,0.5800000000000001,6,44672000,3,0,2
7.0,0.64,7,44672000,3,0,2
8.0,0.685,8,44672000,3,0,2
9.0,0.735,9,44672000,3,0,2
10.0,0.785,10,44672000,3,0,2
0.0,0.0,0,123691008,3,0,3
1.0,0.0,1,123691008,3,0,3
2.0,0.0,2,123691008,3,0,3
3.0,0.01,3,123691008,3,0,3
4.0,0.03,4,123691008,3,0,3
5.0,0.06,5,123691008,3,0,3
6.0,0.0849999999999999,6,123691008,3,0,3
7.0,0.0899999999999999,7,123691008,3,0,3
8.0,0.1099999999999999,8,123691008,3,0,3
9.0,0.145,9,123691008,3,0,3
10.0,0.1899999999999999,10,123691008,3,0,3
0.0,0.0,0,908763136,3,0,5
1.0,0.0,1,908763136,3,0,5
2.0,0.0,2,908763136,3,0,5
3.0,0.0,3,908763136,3,0,5
4.0,0.01,4,908763136,3,0,5
5.0,0.02,5,908763136,3,0,5
6.0,0.025,6,908763136,3,0,5
7.0,0.045,7,908763136,3,0,5
8.0,0.0649999999999999,8,908763136,3,0,5
9.0,0.0849999999999999,9,908763136,3,0,5
10.0,0.1149999999999999,10,908763136,3,0,5
,0.0,0,2646435840,3,0,7
,0.0,1,2646435840,3,0,7
,0.0,2,2646435840,3,0,7
,0.0050000000000000044,3,2646435840,3,0,7
,0.06000000000000005,4,2646435840,3,0,7
,0.10999999999999999,5,2646435840,3,0,7
,0.19999999999999996,6,2646435840,3,0,7
,0.27,7,2646435840,3,0,7
,0.365,8,2646435840,3,0,7
,0.42000000000000004,9,2646435840,3,0,7
,0.45999999999999996,10,2646435840,3,0,7
,0.0,0,6650740736,3,0,8
,0.0050000000000000044,1,6650740736,3,0,8
,0.015000000000000013,2,6650740736,3,0,8
,0.015000000000000013,3,6650740736,3,0,8
,0.06499999999999995,4,6650740736,3,0,8
,0.10499999999999998,5,6650740736,3,0,8
,0.135,6,6650740736,3,0,8
,0.18500000000000005,7,6650740736,3,0,8
,0.19499999999999995,8,6650740736,3,0,8
,0.21499999999999997,9,6650740736,3,0,8
,0.27,10,6650740736,3,0,8
,0.0,0,11586560000,3,0,9
,0.0,1,11586560000,3,0,9
,0.0,2,11586560000,3,0,9
,0.020000000000000018,3,11586560000,3,0,9
,0.06000000000000005,4,11586560000,3,0,9
,0.12,5,11586560000,3,0,9
,0.24,6,11586560000,3,0,9
,0.28500000000000003,7,11586560000,3,0,9
,0.32999999999999996,8,11586560000,3,0,9
,0.38,9,11586560000,3,0,9
,0.41500000000000004,10,11586560000,3,0,9
,0.0,0,1311629312,3,0,6
,0.0,1,1311629312,3,0,6
,0.0,2,1311629312,3,0,6
,0.0,3,1311629312,3,0,6
,0.0,4,1311629312,3,0,6
,0.0050000000000000044,5,1311629312,3,0,6
,0.0050000000000000044,6,1311629312,3,0,6
,0.010000000000000009,7,1311629312,3,0,6
,0.015000000000000013,8,1311629312,3,0,6
,0.015000000000000013,9,1311629312,3,0,6
,0.03500000000000003,10,1311629312,3,0,6
,0.0,0,908763136,4,0,5
,0.0,1,908763136,4,0,5
,0.0,2,908763136,4,0,5
,0.0,3,908763136,4,0,5
,0.0,4,908763136,4,0,5
,0.0,5,908763136,4,0,5
,0.0050000000000000044,6,908763136,4,0,5
,0.010000000000000009,7,908763136,4,0,5
,0.015000000000000013,8,908763136,4,0,5
,0.030000000000000027,9,908763136,4,0,5
,0.07499999999999996,10,908763136,4,0,5
,0.0,0,1311629312,4,0,6
,0.0,1,1311629312,4,0,6
,0.0,2,1311629312,4,0,6
,0.0,3,1311629312,4,0,6
,0.0050000000000000044,4,1311629312,4,0,6
,0.0050000000000000044,5,1311629312,4,0,6
,0.0050000000000000044,6,1311629312,4,0,6
,0.020000000000000018,7,1311629312,4,0,6
,0.025000000000000022,8,1311629312,4,0,6
,0.040000000000000036,9,1311629312,4,0,6
,0.07999999999999996,10,1311629312,4,0,6
,0.0,0,123691008,4,0,3
,0.0,1,123691008,4,0,3
,0.010000000000000009,2,123691008,4,0,3
,0.03500000000000003,3,123691008,4,0,3
,0.09999999999999998,4,123691008,4,0,3
,0.17500000000000004,5,123691008,4,0,3
,0.30000000000000004,6,123691008,4,0,3
,0.37,7,123691008,4,0,3
,0.475,8,123691008,4,0,3
,0.5549999999999999,9,123691008,4,0,3
,0.585,10,123691008,4,0,3
,0.0,0,353824768,4,0,4
,0.0,1,353824768,4,0,4
,0.0,2,353824768,4,0,4
,0.0,3,353824768,4,0,4
,0.0,4,353824768,4,0,4
,0.0,5,353824768,4,0,4
,0.0050000000000000044,6,353824768,4,0,4
,0.0050000000000000044,7,353824768,4,0,4
,0.0050000000000000044,8,353824768,4,0,4
,0.0050000000000000044,9,353824768,4,0,4
,0.0050000000000000044,10,353824768,4,0,4
,0.0,0,7629056,4,0,0
,0.16500000000000004,1,7629056,4,0,0
,0.275,2,7629056,4,0,0
,0.42000000000000004,3,7629056,4,0,0
,0.595,4,7629056,4,0,0
,0.74,5,7629056,4,0,0
,0.86,6,7629056,4,0,0
,0.905,7,7629056,4,0,0
,0.935,8,7629056,4,0,0
,0.965,9,7629056,4,0,0
,0.97,10,7629056,4,0,0
,0.0,0,17617408,4,0,1
,0.015000000000000013,1,17617408,4,0,1
,0.18000000000000005,2,17617408,4,0,1
,0.32999999999999996,3,17617408,4,0,1
,0.395,4,17617408,4,0,1
,0.42000000000000004,5,17617408,4,0,1
,0.43500000000000005,6,17617408,4,0,1
,0.43500000000000005,7,17617408,4,0,1
,0.43500000000000005,8,17617408,4,0,1
,0.43500000000000005,9,17617408,4,0,1
,0.44499999999999995,10,17617408,4,0,1
,0.0,0,353824768,3,0,4
,0.0,1,353824768,3,0,4
,0.0,2,353824768,3,0,4
,0.025000000000000022,3,353824768,3,0,4
,0.10499999999999998,4,353824768,3,0,4
,0.20499999999999996,5,353824768,3,0,4
,0.31000000000000005,6,353824768,3,0,4
,0.39,7,353824768,3,0,4
,0.43500000000000005,8,353824768,3,0,4
,0.475,9,353824768,3,0,4
,0.51,10,353824768,3,0,4
,0.0,0,44672000,4,0,2
,0.015000000000000013,1,44672000,4,0,2
,0.4,2,44672000,4,0,2
,0.5,3,44672000,4,0,2
,0.5700000000000001,4,44672000,4,0,2
,0.635,5,44672000,4,0,2
,0.6699999999999999,6,44672000,4,0,2
,0.71,7,44672000,4,0,2
,0.77,8,44672000,4,0,2
,0.815,9,44672000,4,0,2
,0.85,10,44672000,4,0,2
,0.0,0,2646435840,4,0,7
,0.0,1,2646435840,4,0,7
,0.0,2,2646435840,4,0,7
,0.0050000000000000044,3,2646435840,4,0,7
,0.040000000000000036,4,2646435840,4,0,7
,0.10999999999999999,5,2646435840,4,0,7
,0.17500000000000004,6,2646435840,4,0,7
,0.20499999999999996,7,2646435840,4,0,7
,0.21999999999999997,8,2646435840,4,0,7
,0.235,9,2646435840,4,0,7
,0.25,10,2646435840,4,0,7
,0.0,0,11586560000,4,0,9
,0.0,1,11586560000,4,0,9
,0.0,2,11586560000,4,0,9
,0.0,3,11586560000,4,0,9
,0.0,4,11586560000,4,0,9
,0.0,5,11586560000,4,0,9
,0.015000000000000013,6,11586560000,4,0,9
,0.025000000000000022,7,11586560000,4,0,9
,0.04500000000000004,8,11586560000,4,0,9
,0.06499999999999995,9,11586560000,4,0,9
,0.08999999999999997,10,11586560000,4,0,9
,0.0,0,6650740736,4,0,8
,0.0,1,6650740736,4,0,8
,0.0,2,6650740736,4,0,8
,0.0,3,6650740736,4,0,8
,0.0,4,6650740736,4,0,8
,0.0,5,6650740736,4,0,8
,0.0,6,6650740736,4,0,8
,0.0050000000000000044,7,6650740736,4,0,8
,0.0050000000000000044,8,6650740736,4,0,8
,0.0050000000000000044,9,6650740736,4,0,8
,0.0050000000000000044,10,6650740736,4,0,8
